number,event_number,particle_name,particle_id,E,Px,Py,Pz
0,0,e+,-11,65.2685,20.469,-17.6066,59.4222
1,0,e-,11,63.3298,-1.94417,23.5696,58.7482
2,1,e-,11,286.743,-17.0006,-67.1494,278.25
3,1,e+,-11,40.8765,-33.0057,22.2736,-9.24112
4,2,e-,11,33.6155,-4.7512,25.5101,-21.3697
5,3,e-,11,94.822,-48.937,-72.7772,36.0535
6,4,e+,-11,104.782,30.7839,84.3997,-53.9286
7,4,e-,11,80.2133,18.8997,-73.2524,26.6657
8,5,e-,11,30.4481,-22.3991,-13.733,-15.3874
9,5,e+,-11,90.0368,-15.3074,-19.7903,-86.4907
10,7,e+,-11,92.0655,-41.2926,-33.6202,-75.1043
11,8,e-,11,76.913,-11.5152,-9.99036,75.387
12,9,e-,11,32.1982,-10.1712,30.539,-0.798888
13,9,e+,-11,65.8508,3.25253,31.441,-57.7686
14,10,e+,-11,245.174,37.0009,-88.2148,-225.742
15,11,e-,11,22.9661,-22.3568,5.17344,-0.921086
16,12,e+,-11,44.3756,36.7151,1.23855,24.893
17,13,e-,11,109.966,57.1514,-93.5941,-8.14949
18,16,e+,-11,63.6425,14.1203,35.1381,-51.1498
19,16,e-,11,16.9331,14.5067,-5.12052,7.0756
20,17,e-,11,106.189,18.6244,-50.7803,-91.3821
21,17,e+,-11,285.705,-30.7798,-36.3275,-281.709
22,19,e-,11,22.18,18.938,8.86331,7.39884
23,20,e+,-11,72.8486,48.1621,38.1923,39.0982
24,20,e-,11,190.469,9.98313,44.3509,184.965
25,21,e+,-11,112.848,103.706,4.30761,44.2855
26,21,e-,11,66.7765,-64.6979,-16.3952,-2.11398
27,23,e-,11,189.497,36.5561,105.72,152.958
28,24,e+,-11,216.984,-39.7344,-26.5433,-211.657
29,24,e-,11,56.7442,-26.5368,14.3642,-48.0559
30,26,e+,-11,131.164,-61.1669,-1.00075,-116.024
31,28,e+,-11,122.594,-78.7665,29.8419,-89.0768
32,28,e-,11,52.0425,-36.633,-1.31242,-36.9422
33,29,e+,-11,52.5115,13.5071,-48.1237,16.0973
34,29,e-,11,14.4238,14.2641,2.05893,0.585589
35,30,e+,-11,66.9693,-49.7058,-21.0961,-39.6128
36,31,e-,11,136.072,53.8001,-13.9124,-124.208
37,32,e-,11,40.8007,27.3373,-9.05426,-28.9031
38,33,e-,11,60.0238,24.6791,46.0286,-29.5833
39,34,e-,11,117.23,-24.5048,114.631,1.46092
40,34,e+,-11,132.627,81.2226,-62.7322,-84.0088
41,35,e+,-11,78.5314,16.0741,9.25305,76.3098
42,36,e+,-11,98.0719,-18.8857,94.8438,16.3123
43,37,e+,-11,197.395,-30.5763,10.1729,-194.747
44,38,e-,11,70.9485,-11.047,54.1308,-44.5142
45,38,e+,-11,67.1963,-17.1455,13.4361,-63.5676
46,39,e-,11,33.1504,11.3782,-31.1353,0.275627
47,40,e-,11,161.038,27.5112,77.1216,-138.667
48,40,e+,-11,25.7063,-15.0288,20.8288,1.05262
49,42,e-,11,54.6026,36.0709,-11.5253,39.3383
50,44,e-,11,129.727,-37.3952,30.2267,-120.486
51,44,e+,-11,103.798,31.7223,24.3753,-95.7791
52,45,e+,-11,179.58,12.0724,46.2117,173.112
53,46,e-,11,32.8515,24.7119,-19.593,9.20095
54,46,e+,-11,26.4092,-9.35949,-20.9648,13.0507
55,47,e+,-11,104.904,-21.85,31.9803,97.492
56,47,e-,11,41.1115,-21.057,0.880779,35.2985
57,48,e-,11,168.18,104.281,-10.1618,131.556
58,48,e+,-11,84.2288,-22.0681,-77.396,24.8465
59,49,e+,-11,154.711,99.496,14.7496,117.552
60,49,e-,11,27.4725,13.6404,23.174,5.62526
61,50,e-,11,180.208,43.1244,-13.9492,174.416
62,52,e-,11,79.7599,-38.2132,48.5175,50.4722
63,52,e+,-11,33.8074,5.99369,17.2468,-28.4528
64,53,e-,11,344.498,-219.203,1.26401,-265.758
65,53,e+,-11,40.1555,6.1068,35.5625,-17.6204
66,54,e+,-11,61.6968,6.11502,-32.8191,51.8845
67,55,e+,-11,337.496,31.6804,163.431,-293.582
68,56,e+,-11,62.1114,33.9871,51.7505,-4.95868
69,56,e-,11,48.3279,-24.0164,-4.25092,-41.722
70,57,e+,-11,34.7088,-23.4434,-3.2197,-25.3918
71,59,e+,-11,97.9111,25.3514,-3.86867,-94.4929
72,60,e+,-11,51.041,-18.0994,-45.8229,13.3361
73,60,e-,11,21.3932,1.05891,-13.389,16.6519
74,62,e+,-11,53.5986,1.14028,48.2772,-23.2557
75,62,e-,11,11.8372,2.16687,11.6366,-0.115673
76,63,e+,-11,70.7749,53.657,9.19897,-45.2259
77,63,e-,11,51.393,45.774,-18.9034,13.7349
78,65,e+,-11,156.779,-4.75115,-62.9179,-143.522
79,66,e-,11,62.9225,-21.3138,-49.0103,-33.2107
80,66,e+,-11,38.751,-14.9802,-16.4375,31.7339
81,68,e+,-11,55.5874,28.7044,28.1611,-38.3793
82,69,e-,11,134.67,-51.9458,69.357,-103.089
83,72,e-,11,126.837,-9.4129,41.93,-119.335
84,72,e+,-11,139.064,15.4281,19.6606,136.8
85,74,e+,-11,25.2194,9.33118,-9.77372,21.2938
86,75,e-,11,83.08,-37.4516,-54.1186,50.7033
87,75,e+,-11,44.502,-17.2005,-25.3538,-32.2763
88,76,e+,-11,71.6744,31.4793,39.0358,-51.2101
89,77,e+,-11,333.889,58.6001,-38.9677,-326.388
90,77,e-,11,50.6144,10.7275,19.9481,-45.2638
91,78,e-,11,162.348,147.881,25.4246,-61.9812
92,78,e+,-11,53.3518,-19.9946,18.9807,-45.6767
93,79,e-,11,234.673,-199.674,-58.4286,-108.572
94,79,e+,-11,94.3058,90.8062,20.2039,15.4798
95,80,e-,11,108.69,11.17,39.4653,100.654
96,80,e+,-11,60.2885,-34.1145,-7.55986,49.13
97,81,e+,-11,36.1036,34.6041,-6.17517,8.23996
98,82,e-,11,148.969,71.7457,-50.0121,120.594
99,83,e-,11,351.832,65.6985,-7.67473,-345.559
100,84,e-,11,69.1359,38.2549,57.2211,-6.48733
101,85,e-,11,31.7131,-31.5496,2.89642,-1.39699
102,87,e-,11,75.7418,21.7263,34.7854,-63.677
103,88,e-,11,235.49,-76.1013,20.9286,221.87
104,88,e+,-11,32.2832,13.6482,15.8024,24.6214
105,90,e+,-11,71.565,37.3636,-53.735,28.9494
106,90,e-,11,88.6072,-22.2439,45.2028,-72.8914
107,91,e+,-11,32.7897,10.9158,23.9892,19.5071
108,92,e-,11,318.332,86.6971,1.5927,-306.295
109,94,e-,11,258.689,-22.5158,-38.3725,-254.834
110,95,e+,-11,362.921,89.8835,56.6455,-347.021
111,96,e+,-11,234.369,65.7269,54.9539,-218.149
112,97,e-,11,207.935,-47.0997,-4.7302,-202.476
113,99,e+,-11,186.266,18.1356,47.5977,-179.166
114,100,e-,11,134.973,68.6459,5.43079,-116.086
115,100,e+,-11,62.9193,-40.2233,-5.18529,48.1044
116,101,e+,-11,39.4123,36.2672,15.2521,-2.32241
117,101,e-,11,27.1095,-0.206576,-14.7476,-22.7462
118,102,e+,-11,53.1963,-29.9803,27.5897,-34.2029
119,102,e-,11,47.9729,33.016,15.6841,31.0701
120,104,e+,-11,65.3061,-9.27434,-17.9942,-62.0893
121,105,e-,11,64.1837,-10.9182,27.2145,-57.0938
122,106,e+,-11,131.234,19.913,-53.7037,118.075
123,107,e+,-11,57.2492,-40.5326,38.9225,-10.9368
124,109,e+,-11,497.24,62.2861,-171.458,-462.57
125,111,e-,11,86.4916,-85.0038,-8.71044,-13.3896
126,111,e+,-11,14.3273,12.2786,6.65306,3.20058
127,112,e+,-11,225.066,-41.9355,-72.1943,209.008
128,114,e-,11,45.1103,-9.16366,-37.6463,-23.1025
129,114,e+,-11,38.7562,5.97786,23.5482,30.1959
130,115,e+,-11,61.4219,24.1981,53.1772,-18.9549
131,115,e-,11,227.323,16.5996,-54.933,-219.961
132,116,e-,11,51.8252,-7.64154,50.9834,5.30508
133,116,e+,-11,59.221,39.7988,1.8711,43.8142
134,117,e+,-11,132.032,19.2268,-38.272,124.892
135,117,e-,11,42.5273,-30.9475,1.84692,29.1104
136,118,e-,11,99.939,39.6318,91.0993,10.8647
137,118,e+,-11,88.9657,-70.2516,-53.8814,-8.74161
138,119,e+,-11,132.331,81.917,24.5696,-100.983
139,119,e-,11,219.691,-19.9355,-62.267,-209.737
140,120,e-,11,107.557,-74.2448,-47.5918,61.5724
141,121,e+,-11,91.1167,43.0522,-41.3929,-68.8142
142,121,e-,11,19.0917,-5.37083,8.84342,16.045
143,122,e+,-11,42.7635,28.9941,-28.636,-12.9628
144,123,e-,11,134.718,8.95745,30.874,-130.826
145,124,e+,-11,244.085,197.225,-36.0568,-139.211
146,125,e-,11,149.502,69.3346,16.9108,131.368
147,125,e+,-11,55.2454,-18.9523,-21.9534,47.0204
148,126,e+,-11,62.4713,-57.2421,-15.9237,19.2985
149,127,e-,11,195.804,-26.3124,-70.8759,180.62
150,127,e+,-11,89.4321,-9.1005,-39.5097,79.7137
151,128,e+,-11,652.455,119.94,72.0869,637.272
152,130,e-,11,145.79,-50.2955,-21.3512,135.164
153,131,e-,11,47.7976,-29.6888,-19.0256,-32.2678
154,131,e+,-11,121.656,31.0895,-13.7042,-116.816
155,132,e+,-11,143.003,-17.8757,131.91,52.2504
156,134,e+,-11,51.6715,-21.8131,-4.18698,46.6541
157,135,e-,11,58.4732,22.928,10.4895,52.7579
158,136,e-,11,245.187,-119.628,55.6265,206.668
159,136,e+,-11,60.8001,3.8044,-45.4428,40.2135
160,137,e-,11,87.5092,12.4827,-39.8949,-76.8794
161,137,e+,-11,49.6148,-9.67233,-21.1005,43.8503
162,138,e+,-11,111.237,-35.8518,4.98287,105.183
163,138,e-,11,26.9788,25.1553,2.81903,-9.33395
164,141,e+,-11,51.1239,20.2065,26.1041,39.0375
165,143,e+,-11,309.594,93.3235,70.2957,286.701
166,143,e-,11,75.3564,-43.099,12.2198,60.5949
167,145,e+,-11,93.7032,-87.8088,4.87795,-32.3436
168,145,e-,11,152.45,64.1404,20.9743,-136.701
169,146,e+,-11,231.956,63.8013,80.6149,-207.929
170,148,e-,11,54.3837,28.2125,-31.5687,-34.133
171,148,e+,-11,37.6208,24.9423,22.9391,-16.3402
172,149,e+,-11,68.5281,28.2207,44.6469,-43.6618
173,150,e+,-11,72.3899,17.1003,56.7563,-41.5523
174,150,e-,11,21.0319,18.0386,9.15508,-5.75639
175,151,e+,-11,178.893,31.069,-57.8266,166.414
176,153,e+,-11,214.392,-91.2516,32.1779,191.316
177,153,e-,11,51.8142,50.124,-5.84082,-11.755
178,154,e+,-11,36.3755,-23.3921,-25.9582,10.1073
179,154,e-,11,21.3065,-5.59017,-11.8532,-16.7994
180,155,e+,-11,124.975,-82.5572,-37.8879,85.8347
181,155,e-,11,144.489,-35.1126,26.2609,137.676
182,156,e-,11,121.395,20.3916,-119.484,-6.66075
183,156,e+,-11,43.0866,4.73159,-18.2454,-38.7449
184,157,e+,-11,71.0693,-37.5946,-34.0172,-49.8028
185,157,e-,11,105.89,-21.4331,-7.87312,-103.398
186,158,e-,11,158.169,-25.3253,29.5742,153.302
187,159,e+,-11,50.3648,-10.779,-35.6548,33.8993
188,161,e-,11,201.021,26.2253,93.9719,-175.758
189,164,e-,11,36.9383,13.7845,15.5003,-30.5641
190,165,e-,11,17.9811,5.47287,-15.689,-6.87173
191,166,e-,11,18.6735,-15.5165,-8.34617,-6.18691
192,167,e-,11,129.459,-30.3067,-49.6271,115.664
193,167,e+,-11,35.8127,31.6792,6.26714,15.4823
194,168,e-,11,102.935,-9.46905,55.1554,-86.3935
195,169,e-,11,36.9037,35.343,-8.05488,-6.91904
196,170,e+,-11,75.11,21.2738,-4.96855,71.8628
197,171,e+,-11,95.4987,-30.6876,50.8,74.8173
198,171,e-,11,30.2134,-26.8705,10.3169,9.18618
199,173,e-,11,150.824,-57.1766,-31.1186,136.053
200,173,e+,-11,20.9146,3.80836,13.6513,15.3804
201,174,e+,-11,99.1651,-67.3308,56.194,-46.2873
202,174,e-,11,267.027,50.2698,-43.9842,-258.538
203,175,e-,11,253.114,-8.85072,44.2865,249.052
204,176,e-,11,83.7941,28.4561,25.1749,74.6855
205,177,e+,-11,136.404,17.0612,33.7172,-131.065
206,178,e+,-11,30.7583,12.7392,27.9903,0.571975
207,179,e+,-11,158.703,-8.62124,-42.025,-152.794
208,179,e-,11,23.5455,-8.17053,22.0625,-0.938378
209,180,e-,11,244.165,-92.4853,80.6131,211.103
210,180,e+,-11,24.1469,2.63727,-23.8603,-2.60845
211,181,e-,11,568.875,-169.594,57.4148,539.963
212,181,e+,-11,63.5635,46.1946,-21.2671,38.1325
213,182,e+,-11,51.4355,21.995,8.49275,45.7132
214,183,e-,11,88.2068,44.7814,-73.4301,-19.5727
215,183,e+,-11,63.3816,3.29347,61.7385,-13.9547
216,184,e-,11,159.615,99.916,51.187,-113.463
217,184,e+,-11,85.3877,-35.5239,-41.46,-65.652
218,185,e+,-11,70.6809,46.6999,52.6975,6.1546
219,185,e-,11,48.7187,-37.1863,28.5018,13.3544
220,186,e-,11,60.2151,28.2926,0.853508,53.1475
221,186,e+,-11,26.6393,1.11395,19.4775,18.1395
222,187,e+,-11,28.5427,7.6148,-27.2459,3.79005
223,188,e+,-11,91.3176,28.7905,-31.0108,80.9218
224,189,e-,11,66.0612,18.1972,-62.1182,13.2012
225,190,e+,-11,36.9496,27.8602,18.2902,-15.9546
226,190,e-,11,66.3267,5.32933,21.7218,-62.4419
227,191,e+,-11,166.778,62.1177,0.0123882,-154.778
228,192,e-,11,124.461,115.595,45.8057,5.47296
229,192,e+,-11,114.02,-18.186,-29.2907,-108.683
230,193,e+,-11,150.797,-43.1709,-142.728,-22.4658
231,193,e-,11,192.315,-28.6655,111.308,154.188
232,194,e+,-11,42.7375,-34.3311,14.4692,20.9406
233,196,e+,-11,107.551,52.9338,16.3089,92.1918
234,196,e-,11,45.0967,-26.9021,-35.8738,4.802
235,197,e+,-11,104.211,78.9246,-57.8621,35.816
236,197,e-,11,37.2893,7.62442,-34.9796,10.4301
237,198,e+,-11,272.833,89.5098,40.5576,254.52
238,199,e-,11,72.4476,-63.5839,-14.9342,-31.3482
239,200,e-,11,13.6031,11.5035,-7.23725,-0.579248
240,201,e-,11,27.0305,-20.7189,-12.6254,11.9154
241,203,e+,-11,89.285,-10.5329,-44.0877,-76.923
242,204,e+,-11,531.047,64.194,111.516,-515.222
243,204,e-,11,455.968,-91.0883,-31.7149,-445.65
244,205,e+,-11,48.7103,-35.9251,-0.252178,-32.894
245,205,e-,11,50.627,2.9521,-28.0862,-42.0184
246,206,e+,-11,83.039,-42.3456,48.4869,52.4533
247,207,e-,11,80.8774,-22.4848,-9.65212,77.0871
248,208,e-,11,92.9481,38.7811,-59.0525,-60.4001
249,208,e+,-11,58.698,-23.7337,-28.0025,-45.8042
250,209,e-,11,106.178,-68.8182,11.4485,-80.0428
251,209,e+,-11,15.654,-9.53103,-11.9414,-3.40736
252,211,e+,-11,33.9016,-5.25311,25.8119,-21.3416
253,212,e-,11,806.932,83.8967,144.519,789.44
254,212,e+,-11,196.153,-68.7324,-13.9735,183.184
255,213,e-,11,62.1018,33.6526,-43.7444,28.4704
256,213,e+,-11,68.0407,-13.9052,11.3339,65.6333
257,214,e-,11,63.0919,48.815,-4.84508,39.6763
258,214,e+,-11,72.6346,-14.539,39.162,59.42
259,215,e-,11,66.7002,30.6921,45.0547,38.4316
260,216,e-,11,164.679,54.9795,-39.9078,-150.013
261,216,e+,-11,128.405,-46.8386,-23.34,-117.258
262,218,e+,-11,108.915,-37.1008,30.9979,97.5971
263,219,e+,-11,250.095,-32.3157,-126.42,213.357
264,220,e+,-11,69.1403,29.0588,-62.6299,3.66953
265,220,e-,11,79.8457,48.8898,14.4235,61.4579
266,221,e+,-11,133.546,-28.5097,-5.49506,-130.351
267,222,e+,-11,60.9831,-26.8454,-6.2347,-54.4003
268,222,e-,11,14.9316,-12.6812,-6.76985,4.03867
269,223,e-,11,194.684,56.2925,30.5579,183.846
270,224,e+,-11,185.09,38.063,-7.14552,-180.993
271,224,e-,11,31.9133,-21.6292,-16.0418,-17.1258
272,225,e+,-11,37.8852,18.5885,17.6336,-27.9073
273,225,e-,11,27.4128,-22.6021,-11.0451,-10.8909
274,227,e+,-11,212.809,87.8821,-24.8526,192.216
275,227,e-,11,24.6039,-3.812,-21.3078,11.6961
276,228,e-,11,256.083,45.3456,-13.3067,251.685
277,228,e+,-11,166.781,35.2255,24.6106,161.15
278,229,e+,-11,47.6742,45.5767,7.95292,-11.5041
279,230,e-,11,233.192,-3.545,-66.8579,-223.374
280,231,e+,-11,268.187,14.0358,-46.355,263.778
281,232,e+,-11,47.2881,41.7801,-21.8278,3.75902
282,233,e-,11,38.7771,5.02973,-36.7115,-11.4293
283,233,e+,-11,60.2175,-3.60521,-31.6279,-51.1158
284,234,e+,-11,54.9449,7.91638,7.60273,53.8375
285,237,e-,11,83.6318,-29.9932,64.9753,43.2771
286,237,e+,-11,27.381,24.3661,9.56063,-8.03793
287,238,e-,11,31.1178,-12.0694,-28.4098,-3.94058
288,238,e+,-11,19.67,18.1095,-7.1504,-2.79778
289,239,e-,11,238.756,-22.1924,52.2727,-231.904
290,239,e+,-11,127.215,29.3656,-40.0031,-117.137
291,240,e-,11,170.509,117.297,31.9682,119.551
292,240,e+,-11,74.0832,-52.9408,33.6724,39.3923
293,242,e-,11,48.9616,-0.391947,29.6597,-38.9537
294,242,e+,-11,19.086,-11.3751,7.77162,-13.2092
295,243,e-,11,172.957,-136.832,15.2063,-104.69
296,243,e+,-11,58.9397,31.981,-15.5831,46.9923
297,244,e-,11,93.1009,17.3449,-36.2955,83.9617
298,244,e+,-11,29.1495,1.66452,-12.9439,26.0649
299,245,e-,11,69.572,53.7767,0.598727,-44.1357
300,245,e+,-11,55.6052,-38.9312,-0.753096,-39.6955
301,246,e-,11,76.7186,27.2216,-71.7245,-0.569708
302,246,e+,-11,46.5027,-30.1683,-35.3753,0.981976
303,247,e+,-11,48.803,11.9221,32.8921,34.0251
304,248,e+,-11,52.5746,-35.2625,-7.78208,-38.2111
305,250,e-,11,636.917,63.0164,-137.494,-618.699
306,250,e+,-11,197.831,-22.6308,105.55,-165.783
307,251,e-,11,63.6241,24.8748,35.0192,46.9354
308,252,e+,-11,30.2305,28.9138,6.69411,-5.7504
309,252,e-,11,43.7872,-4.10496,-18.1876,-39.6192
310,253,e-,11,228.552,101.697,-159.598,128.15
311,253,e+,-11,79.3223,-2.41412,73.2009,30.4602
312,254,e-,11,132.563,-60.4522,110.431,41.5145
313,255,e+,-11,84.7439,-18.7311,-3.22661,82.5849
314,256,e-,11,52.7818,49.3088,-3.2771,-18.5424
315,256,e+,-11,27.6063,13.6199,-4.2097,23.6407
316,257,e-,11,107.462,-40.991,2.46288,99.3061
317,258,e-,11,108.637,-53.3801,-8.70532,-94.2168
318,258,e+,-11,88.8177,9.99619,31.9083,-82.2832
319,259,e+,-11,25.6551,14.518,-16.9029,-12.7165
320,260,e+,-11,169.358,-100.404,-85.2215,106.482
321,260,e-,11,152.599,-28.7645,47.0237,142.295
322,261,e-,11,331.126,-101.045,-1.45974,315.329
323,262,e-,11,35.6375,8.2074,31.4187,-14.6811
324,262,e+,-11,32.8257,-6.71773,24.3139,21.0055
325,263,e+,-11,49.3102,-42.3662,-11.8577,22.271
326,264,e-,11,94.0532,-46.1564,-64.3679,-50.7186
327,265,e-,11,502.825,-21.8288,133.078,-484.404
328,267,e-,11,113.298,-74.0583,-85.6235,4.52769
329,267,e+,-11,40.2045,-34.816,-3.12859,-19.8609
330,268,e+,-11,28.8584,14.1526,22.1982,11.8217
331,269,e+,-11,48.2137,18.7655,42.4389,-13.0902
332,269,e-,11,29.074,-28.7274,-4.3712,-0.961841
333,270,e+,-11,136.828,-69.2501,34.2317,-112.936
334,271,e-,11,96.9151,-46.0152,-62.5116,-58.0297
335,272,e+,-11,64.5903,30.1573,30.7446,48.1375
336,272,e-,11,29.7812,8.76517,-16.5856,23.1302
337,273,e+,-11,66.1461,-50.269,19.7273,38.1991
338,274,e+,-11,69.1628,48.915,-41.9283,25.1563
339,275,e+,-11,368.768,-60.4705,-49.8052,360.35
340,277,e-,11,21.7213,16.539,-13.7951,-2.82395
341,277,e+,-11,19.9112,-17.8831,7.80546,3.96533
342,278,e-,11,366.015,65.4758,-61.6182,354.801
343,279,e+,-11,101.908,-35.1462,-51.0802,-80.8751
344,279,e-,11,56.5817,4.59141,-45.666,33.0911
345,280,e+,-11,67.2509,-33.5172,19.841,54.8236
346,281,e+,-11,364.796,-72.7698,-144.47,326.97
347,281,e-,11,219.684,41.2141,138.839,165.185
348,282,e+,-11,215.047,-66.216,-23.0972,-203.291
349,282,e-,11,20.4601,12.9492,2.16179,15.6927
350,283,e+,-11,278.071,19.812,54.2841,-272
351,284,e-,11,118.344,49.5322,-32.9549,102.303
352,284,e+,-11,59.0175,20.4626,36.6896,-41.4514
353,288,e-,11,207.2,125.646,-28.903,162.203
354,289,e-,11,162.215,41.4507,81.2487,134.142
355,290,e+,-11,252.169,-103.502,19.9817,-229.079
356,290,e-,11,79.0741,19.1923,-21.7965,73.5478
357,291,e-,11,61.7776,-54.8318,21.2575,-18.9225
358,291,e+,-11,53.2246,46.4673,-14.6618,21.4168
359,292,e-,11,26.7759,5.43194,-17.7323,19.3134
360,293,e+,-11,45.8086,-12.5433,35.8359,25.6296
361,294,e-,11,50.207,21.9933,-34.8767,-28.647
362,294,e+,-11,44.5885,-15.4461,15.4937,38.8522
363,295,e+,-11,175.022,-109.745,-41.9993,-129.711
364,295,e-,11,177.527,10.3923,51.8644,-169.464
365,296,e+,-11,71.2025,-65.1774,-21.2102,-19.2827
366,296,e-,11,51.5613,36.57,4.98066,36.0055
367,297,e-,11,75.9554,49.6226,-55.4236,15.331
368,298,e-,11,80.4202,-64.2519,-17.4657,-45.1006
369,298,e+,-11,91.0195,-9.61921,-56.9098,-70.3797
370,299,e-,11,62.9159,-31.1454,28.6484,46.5579
371,300,e-,11,92.8274,2.47949,-26.5162,-88.925
372,300,e+,-11,126.801,21.3601,5.78579,-124.855
373,301,e-,11,73.3017,-40.5401,11.453,-59.9873
374,302,e-,11,66.8291,-43.1551,47.0747,19.6911
375,303,e+,-11,115.277,-96.619,-19.0479,59.9234
376,304,e-,11,118.035,-87.3789,-14.1804,78.0772
377,304,e+,-11,29.0684,14.4523,-24.2512,6.92665
378,305,e+,-11,204.987,21.9495,90.1895,-182.767
379,305,e-,11,27.5141,9.5115,-12.3979,-22.6462
380,306,e-,11,51.9973,11.4831,50.4997,-4.65221
381,307,e+,-11,35.2305,21.5483,22.2238,-16.8214
382,308,e+,-11,101.346,54.695,1.01278,85.3141
383,309,e-,11,91.6229,-52.1808,-34.3371,-67.0289
384,310,e+,-11,32.7841,6.46213,-27.2658,17.0179
385,310,e-,11,41.5088,-24.0656,8.57598,32.7152
386,311,e+,-11,250.255,-46.0993,-29.0962,244.246
387,313,e-,11,66.6391,-24.3454,52.4812,-33.0727
388,314,e+,-11,53.2882,-31.1714,-36.3107,-23.4415
389,314,e-,11,36.0524,21.5275,18.8603,-21.9233
390,315,e-,11,39.462,-7.98997,-38.4672,3.69921
391,315,e+,-11,103.424,-12.238,17.2707,-101.235
392,316,e+,-11,56.8853,5.74533,28.7397,48.754
393,317,e+,-11,108.749,-19.4562,32.6561,-101.889
394,317,e-,11,72.8228,8.41314,-13.1682,-71.1265
395,318,e-,11,17.4236,6.07167,9.91102,12.9803
396,320,e+,-11,80.1963,54.5664,-12.3136,57.4659
397,320,e-,11,47.8842,-14.2079,-41.127,19.99
398,321,e+,-11,59.2583,-34.466,-35.7094,32.3803
399,322,e+,-11,105.182,-57.6858,14.8867,86.6838
400,323,e-,11,99.1207,-20.3206,-66.9064,70.2533
401,323,e+,-11,80.1456,16.2595,-19.5782,75.9977
402,324,e+,-11,43.9109,41.5311,14.2262,0.975377
403,324,e-,11,93.3806,-31.2944,25.6447,-84.1602
404,325,e+,-11,239.73,-18.5362,46.1382,234.516
405,325,e-,11,38.3493,15.0412,-33.5856,-10.7908
406,326,e-,11,296.405,49.5473,27.411,290.946
407,326,e+,-11,201.828,-14.2002,34.6071,198.332
408,328,e+,-11,411.044,-320.187,24.448,256.592
409,328,e-,11,206.018,158.123,-19.5384,-130.608
410,329,e+,-11,86.3063,16.8638,-41.8589,73.5678
411,331,e-,11,368.483,18.8212,-63.9797,-362.397
412,332,e-,11,151.667,44.8699,-5.12471,-144.787
413,332,e+,-11,48.6254,14.9972,-0.507674,-46.2521
414,333,e-,11,104.031,29.028,-32.2802,94.5395
415,333,e+,-11,124.304,-20.973,36.1243,117.076
416,334,e-,11,180.766,101.786,-20.0911,148.028
417,335,e-,11,234.534,22.9641,32,231.203
418,337,e+,-11,508.26,44.6784,-133.941,488.254
419,337,e-,11,69.1177,-34.7562,35.57,48.0004
420,338,e+,-11,113.365,-11.775,-68.5811,-89.497
421,338,e-,11,95.6533,6.77617,43.0851,85.1311
422,339,e+,-11,83.5422,-11.2,-69.4662,-45.0368
423,339,e-,11,78.3031,16.5307,-46.493,-60.799
424,340,e-,11,389.95,85.1676,134.397,-356.013
425,340,e+,-11,267.427,-86.1942,29.1075,-251.476
426,342,e+,-11,90.6468,-6.76061,-75.8085,49.2362
427,342,e-,11,92.9917,17.9118,49.7684,76.4835
428,343,e-,11,23.6746,11.2921,-6.69509,19.7015
429,344,e-,11,139.224,-50.285,2.12575,129.808
430,345,e-,11,13.3357,-7.89748,9.20858,5.53838
431,346,e+,-11,90.601,-79.5289,5.28032,-43.0791
432,346,e-,11,117.55,40.2183,-31.7232,-105.802
433,348,e+,-11,252.865,0.453006,55.7852,246.634
434,349,e+,-11,81.6502,-68.365,34.3041,-28.5693
435,349,e-,11,17.2611,-12.6166,10.6891,4.95051
436,350,e+,-11,151.61,-67.4324,-21.0845,-134.141
437,351,e-,11,561.812,-94.3493,26.5113,553.198
438,351,e+,-11,141.533,64.4326,0.5247,126.015
439,352,e-,11,54.9877,51.4275,-10.3687,-16.4726
440,353,e-,11,74.1086,66.7571,-32.076,2.58807
441,354,e+,-11,68.5594,38.2473,32.3027,46.8409
442,354,e-,11,46.2848,26.8749,-36.3261,10.0222
443,356,e-,11,147.407,-73.4031,-94.3811,-86.2142
444,356,e+,-11,131.981,-7.12679,76.2476,-107.492
445,357,e+,-11,94.2146,27.5479,-80.6428,40.1774
446,358,e-,11,51.084,34.064,-37.6488,-5.63779
447,358,e+,-11,115.894,12.4025,-17.8795,-113.833
448,359,e-,11,102.791,-73.2571,-0.11291,-72.1069
449,359,e+,-11,48.5267,-15.6738,29.479,-35.216
450,361,e-,11,114.781,-51.5563,-28.7046,98.4509
451,361,e+,-11,83.8744,-12.2878,-26.9615,78.4665
452,363,e-,11,78.6875,51.4514,14.0893,57.8443
453,363,e+,-11,52.4379,5.15222,-15.6041,49.7966
454,364,e+,-11,158.411,2.26281,-42.3355,152.633
455,365,e-,11,127.693,30.4712,30.7034,-120.142
456,365,e+,-11,64.6049,1.94249,12.5206,-63.3503
457,368,e+,-11,90.9053,-57.8384,-33.2536,61.747
458,368,e-,11,125.079,32.5045,-46.9353,111.29
459,370,e+,-11,77.7653,-46.1388,-61.8123,9.89419
460,371,e-,11,56.8019,50.3053,-19.2843,17.9987
461,371,e+,-11,112.803,16.4999,10.2692,-111.116
462,372,e-,11,155.62,-140.789,47.9246,-45.8196
463,372,e+,-11,187.62,109.707,-45.3113,-145.301
464,373,e-,11,260.188,75.0083,33.8899,-246.826
465,374,e-,11,60.5128,31.3841,21.1925,-47.1987
466,375,e-,11,46.3775,-0.280304,-26.7712,-37.8695
